review_id,place,stars,gt,year,era,trip_date,trip_type,written_date,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
12659,bahia,5.0,Positive,2016,Pre-COVID,Oct 2015,Couples,"Written September 8, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""stunning"", ""photogenic"", ""grandeur"", ""Marrakech""]"
12660,bahia,4.0,Positive,2016,Pre-COVID,Sep 2016,Couples,"Written September 8, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""stunning decor"", ""cheap entry"", ""worth an hour"", ""Medina""]"
12661,bahia,4.0,Positive,2016,Pre-COVID,Sep 2016,Solo,"Written September 7, 2016",Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Lack of English information""]",Cheap,Not_mentioned,Not_mentioned,"[""beautiful architecture"", ""well preserved"", ""bargain price"", ""history""]"
12662,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Friends,"Written September 7, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack of explanation""]",Not_mentioned,Yes,Not_mentioned,"[""great place"", ""well preserved"", ""worth visiting"", ""no explanation""]"
12663,bahia,4.0,Positive,2016,Pre-COVID,Jun 2016,Couples,"Written September 7, 2016",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack of information"", ""Lack of English information"", ""No guides available""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""decorations"", ""carvings"", ""mosaics"", ""bare rooms"", ""no information""]"
12664,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written September 6, 2016",Positive,4,Joy,Negative,Positive,Neutral,Positive,Positive,"[""Aggressive_vendors""]",Cheap,Yes,Not_mentioned,"[""sellers"", ""gardens"", ""cheap"", ""architecture"", ""hidden gem""]"
12665,bahia,4.0,Positive,2016,Pre-COVID,Sep 2016,Friends,"Written September 4, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""lintels"", ""painted ceilings"", ""amazing detail"", ""worth a visit""]"
12666,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,Friends,"Written September 3, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""tilework"", ""woodwork"", ""gardens"", ""fountains"", ""respite""]"
12667,bahia,5.0,Positive,2016,Pre-COVID,Nov 2015,Couples,"Written September 3, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""sultanate life"", ""architecture"", ""must go"", ""love palace""]"
12668,bahia,4.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written September 2, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""treasure"", ""Islamic architecture"", ""history"", ""great guide"", ""Moroccan customs""]"
12669,bahia,5.0,Positive,2016,Pre-COVID,Sep 2016,Couples,"Written September 2, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Cheap,Yes,Not_mentioned,"[""beautiful palace"", ""amazing architecture"", ""miss crowds"", ""worth visit"", ""cheap""]"
12670,bahia,4.0,Positive,2016,Pre-COVID,Sep 2016,Couples,"Written September 2, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""easy access"", ""architecture"", ""detail"", ""amazing"", ""tilework""]"
12671,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written September 1, 2016",Positive,5,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""beautiful"", ""cheap"", ""easy access"", ""worth visit"", ""self-guided""]"
12672,bahia,3.0,Neutral,2016,Pre-COVID,Sep 2016,Friends,"Written September 1, 2016",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""No English guides available""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful rooms"", ""no English guides"", ""walking aimlessly"", ""information needed""]"
12673,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 30, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""restoration"", ""splendour"", ""plaster work"", ""ceiling carving"", ""avoid crowds""]"
12674,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Couples,"Written August 30, 2016",Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Empty rooms"", ""Lack of English information""]",Not_mentioned,No,Not_mentioned,"[""carved ceilings"", ""gardens"", ""empty rooms"", ""no English info"", ""disappointing""]"
12675,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Couples,"Written August 29, 2016",Negative,1,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Lack of explanation""]",Not_mentioned,No,No,"[""disappointing"", ""no explanation"", ""nothing special"", ""unmet expectations""]"
12676,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 29, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing architecture"", ""recommend"", ""must see""]"
12677,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 29, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""must see"", ""beautiful palace"", ""amazing rooms"", ""loved""]"
12678,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 28, 2016",Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Fair,Not_mentioned,Not_mentioned,"[""reasonable fee"", ""peacefulness"", ""lack of information"", ""worth seeing""]"
12679,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 27, 2016",Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Positive,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""peaceful"", ""well preserved"", ""amazing gardens""]"
12680,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 26, 2016",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Expensive,Not_mentioned,Not_mentioned,"[""historical sight"", ""serene"", ""expensive carriage"", ""crowds""]"
12681,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Friends,"Written August 25, 2016",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""busy"", ""shopping"", ""local experience"", ""camera""]"
12682,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 25, 2016",Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""exquisite carvings"", ""beautiful ceilings"", ""magical patterns"", ""rich tilework"", ""surprise""]"
12683,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 24, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful palace"", ""architectural work"", ""magnificent"", ""must see""]"
12684,bahia,5.0,Positive,2016,Pre-COVID,Sep 2015,Friends,"Written August 23, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""own pace"", ""not crowded"", ""impressive architecture"", ""recommend""]"
12685,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 22, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""day tour"", ""beautiful palace"", ""interesting history"", ""must see""]"
12686,bahia,4.0,Positive,2016,Pre-COVID,Jul 2016,,"Written August 21, 2016",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""nice palace"", ""cheap admission"", ""architecture"", ""design""]"
12687,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Couples,"Written August 21, 2016",Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Positive,Positive,"[""Lack_of_information""]",Not_mentioned,Yes,Not_mentioned,"[""tour needed"", ""lack of information"", ""well kept"", ""impressive courtyard"", ""interesting history""]"
12688,bahia,5.0,Positive,2016,Pre-COVID,Mar 2016,Friends,"Written August 21, 2016",Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""surprised beauty"", ""impressive detail"", ""quiet atmosphere"", ""worth a visit""]"
12689,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,,"Written August 20, 2016",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""beautiful"", ""quick walk"", ""cheap entrance"", ""short visit""]"
12690,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 19, 2016",Positive,5,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Not_mentioned,Not_mentioned,"[""beautiful palace"", ""tucked away"", ""cheap admission"", ""guides available""]"
12691,bahia,5.0,Positive,2016,Pre-COVID,Apr 2016,Business,"Written August 19, 2016",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""monument"", ""beautiful gardens"", ""Council Chamber"", ""ceiling""]"
12692,bahia,4.0,Positive,2016,Pre-COVID,Oct 2015,Friends,"Written August 18, 2016",Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""worth"", ""little money"", ""beautiful rooms"", ""gardens"", ""guide""]"
12693,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 18, 2016",Positive,5,Surprise,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""10dh"", ""good value"", ""stunning rooms"", ""gorgeous gardens"", ""courtyards""]"
12694,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 17, 2016",Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Cheap,Yes,Not_mentioned,"[""10 dirhams"", ""beautiful architecture"", ""mosaics"", ""pictures"", ""must see""]"
12695,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Couples,"Written August 17, 2016",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""nice palace"", ""wood masterpieces"", ""carved stuccoes"", ""eclectic"", ""Chinese pavilions""]"
12696,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 15, 2016",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""intricacies"", ""design"", ""architecture"", ""worth visit"", ""maze""]"
12697,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 15, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""most beautiful"", ""amazing architecture"", ""amazing atmosphere"", ""must see"", ""Marrakesh""]"
12698,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 15, 2016",Positive,4,Neutral,Not_mentioned,Positive,Negative,Not_mentioned,Neutral,"[""Lack_of_information"", ""Poor_condition""]",Cheap,Yes,Not_mentioned,"[""no English signs"", ""not furnished"", ""10dh"", ""fantastic value"", ""gorgeous ceilings""]"
12699,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written August 14, 2016",Positive,5,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""intricacies"", ""design"", ""architecture"", ""worth visit"", ""picture perfect""]"
12700,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 14, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful palace"", ""stunning architecture"", ""design"", ""guide"", ""enjoyed""]"
12701,bahia,5.0,Positive,2016,Pre-COVID,Sep 2015,,"Written August 10, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful tiles"", ""intricate woodwork"", ""doors"", ""ceilings"", ""craftsmanship""]"
12702,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 10, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Information_inaccuracy""]",Not_mentioned,Yes,Not_mentioned,"[""pleased"", ""not to be missed"", ""beautiful grounds"", ""beautiful buildings"", ""opening hours""]"
12703,bahia,2.0,Negative,2016,Pre-COVID,Jul 2016,,"Written August 9, 2016",Negative,2,Frustration,Not_mentioned,Neutral,Not_mentioned,Negative,Negative,"[""Poor_condition"", ""Poor_cleanliness""]",Not_mentioned,No,No,"[""not well kept"", ""needs maintenance"", ""not clean"", ""restore"", ""beautiful""]"
12704,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 9, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""highlights"", ""strongly recommend"", ""impressive palace"", ""gardens"", ""visit""]"
12705,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Couples,"Written August 9, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""pictures"", ""beauty"", ""absolutely beautiful"", ""photo opportunities"", ""stunning""]"
12706,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 9, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""nice gardens"", ""beautiful ornaments"", ""good guide""]"
12707,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Solo,"Written August 7, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""must-see"", ""beautiful architecture"", ""lovely garden"", ""10 dh""]"
12708,bahia,2.0,Negative,2016,Pre-COVID,Aug 2016,Couples,"Written August 7, 2016",Neutral,3,Disappointment,Not_mentioned,Positive,Not_mentioned,Positive,Negative,"[""Poor_condition""]",Cheap,Not_mentioned,Not_mentioned,"[""economic"", ""clean"", ""empty"", ""sealing""]"
12709,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2016,Couples,"Written August 6, 2016",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""nice architecture"", ""history"", ""10Dh"", ""can't go wrong""]"
12710,bahia,5.0,Positive,2016,Pre-COVID,Apr 2016,Friends,"Written August 4, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful"", ""exotic"", ""Arab architecture"", ""garden"", ""recommended""]"
12711,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 4, 2016",Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Cheap,Yes,Not_mentioned,"[""beautiful"", ""must visit"", ""10 Dihrams"", ""information plaques""]"
12712,bahia,5.0,Positive,2016,Pre-COVID,Apr 2016,,"Written August 3, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""enjoyed"", ""magnificent"", ""stunning decors"", ""Moroccan tradition"", ""must to see""]"
12713,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,,"Written August 3, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""beautiful"", ""calm"", ""favourite place"", ""Dh10""]"
12714,bahia,5.0,Positive,2016,Pre-COVID,Aug 2016,Friends,"Written August 3, 2016",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Cheap,Not_mentioned,Not_mentioned,"[""hard to find"", ""hidden gem"", ""10 dirhams"", ""beautiful architecture""]"
12715,bahia,3.0,Neutral,2016,Pre-COVID,Feb 2016,,"Written August 2, 2016",Negative,2,Disappointment,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Negative,"[""Poor_condition"", ""High_prices""]",Not_mentioned,No,Not_mentioned,"[""beautiful"", ""cheap entry"", ""not much to see"", ""expensive cafe""]"
12716,bahia,4.0,Positive,2016,Pre-COVID,Aug 2016,Solo,"Written August 1, 2016",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack_of_information""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beauty"", ""mosaic"", ""paintings"", ""hire guide"", ""few signs""]"
12717,bahia,5.0,Positive,2016,Pre-COVID,May 2016,Couples,"Written July 31, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""lovely buildings"", ""cool"", ""tranquil"", ""recommended""]"
12718,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 31, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""10Dhms"", ""beautiful rooms"", ""ornate"", ""relief from heat""]"
12719,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Solo,"Written July 31, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""well worth visiting"", ""great place"", ""beautiful architecture"", ""mosaics""]"
12720,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 29, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing palace"", ""remarkable architecture"", ""must see"", ""knowledgeable guide""]"
12721,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written July 29, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful"", ""explore"", ""incredible"", ""gardens""]"
12722,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Solo,"Written July 28, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""gorgeous"", ""intricate design"", ""gardens"", ""courtyard""]"
12723,bahia,4.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 26, 2016",Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,[],Cheap,Not_mentioned,Not_mentioned,"[""escape"", ""Marrakech"", ""very little"", ""interesting""]"
12724,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written July 25, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""amazing"", ""impressive architecture"", ""cheap"", ""scenery"", ""recommend""]"
12725,bahia,3.0,Neutral,2016,Pre-COVID,Jul 2016,,"Written July 25, 2016",Neutral,3,Neutral,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,"[""Lack_of_exhibits""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fee"", ""no guide"", ""interesting"", ""empty rooms""]"
12726,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written July 25, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""amazing"", ""beautiful tiles"", ""majestic"", ""escape""]"
12727,bahia,5.0,Positive,2016,Pre-COVID,May 2016,Couples,"Written July 25, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""surprise"", ""gorgeous"", ""ornate"", ""grounds"", ""must-visit""]"
12728,bahia,5.0,Positive,2016,Pre-COVID,May 2016,Friends,"Written July 24, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""gorgeous"", ""marvellous"", ""rooms"", ""colors"", ""tour guide""]"
12729,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,,"Written July 24, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""amazing building"", ""stunning architecture"", ""medina"", ""worth a visit""]"
12730,bahia,3.0,Neutral,2016,Pre-COVID,Aug 2015,,"Written July 23, 2016",Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Lack_of_activities""]",Not_mentioned,No,No,"[""briefly walked"", ""not much to do"", ""disappointing""]"
12731,bahia,4.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 22, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""stunning"", ""architecture"", ""tile work"", ""lavish""]"
12732,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 20, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Negative,Positive,"[""Poor_condition""]",Not_mentioned,Yes,Not_mentioned,"[""fabulous gardens"", ""craftsmanship"", ""wooden ceilings"", ""history"", ""guided tour""]"
12733,bahia,3.0,Neutral,2016,Pre-COVID,Dec 2015,Couples,"Written July 19, 2016",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Lack_of_exhibits""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""empty"", ""intricate designs"", ""wood"", ""stone"", ""tile""]"
12734,bahia,3.0,Neutral,2016,Pre-COVID,Jul 2016,,"Written July 18, 2016",Negative,2,Disappointment,Not_mentioned,Positive,Not_mentioned,Negative,Negative,"[""Poor_condition"", ""Repetitive_exhibits"", ""Small_space""]",Cheap,No,No,"[""ornate ceilings"", ""not well kept"", ""repetitive"", ""nominal cost"", ""small""]"
12735,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 16, 2016",Positive,4,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""historically interesting"", ""well laid out"", ""easy to find"", ""well located"", ""medina""]"
12736,bahia,5.0,Positive,2016,Pre-COVID,Jun 2016,,"Written July 16, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""outstanding guide"", ""beautiful building"", ""stunning craftsmanship"", ""great history"", ""enjoyed visit""]"
12737,bahia,3.0,Neutral,2016,Pre-COVID,Jul 2016,Friends,"Written July 16, 2016",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Limited_access""]",Not_mentioned,Not_mentioned,No,"[""limited access"", ""average"", ""interesting history"", ""guide""]"
12738,bahia,3.0,Neutral,2016,Pre-COVID,Jul 2016,Couples,"Written July 16, 2016",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""traditional architecture"", ""small fee"", ""worth it"", ""interesting place"", ""calm""]"
12739,bahia,5.0,Positive,2016,Pre-COVID,Jun 2016,Friends,"Written July 15, 2016",Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""impressive sights"", ""small fee"", ""amazing building"", ""mosaics"", ""beautiful colours""]"
12740,bahia,4.0,Positive,2016,Pre-COVID,Jun 2016,Friends,"Written July 14, 2016",Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack_of_context"", ""Lack_of_explanations""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""beautiful architecture"", ""empty museums"", ""lack of explanations"", ""splendor"", ""gardens""]"
12741,bahia,4.0,Positive,2016,Pre-COVID,Aug 2015,Friends,"Written July 14, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Historical_features_missing""]",Not_mentioned,Yes,Not_mentioned,"[""stunning"", ""architecture"", ""historical"", ""minbar""]"
12742,bahia,5.0,Positive,2016,Pre-COVID,Apr 2016,Friends,"Written July 14, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""wonderful structure"", ""gardens"", ""best day"", ""beautiful decorations""]"
12743,bahia,5.0,Positive,2016,Pre-COVID,Jun 2016,Couples,"Written July 13, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""renovated"", ""ancient beauty"", ""spectacular garden"", ""relaxing"", ""getaway""]"
12744,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Couples,"Written July 13, 2016",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""magnificent building"", ""worth a visit"", ""short walk"", ""leisurely stroll""]"
12745,bahia,4.0,Positive,2016,Pre-COVID,Jul 2016,,"Written July 13, 2016",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Lack_of_explanations""]",Not_mentioned,Yes,No,"[""great for photos"", ""beautiful mosaic"", ""lack of information"", ""quiet time"", ""getaway""]"
12746,bahia,5.0,Positive,2016,Pre-COVID,Jul 2016,Friends,"Written July 12, 2016",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""most beautiful"", ""exquisite architecture"", ""decor"", ""travels""]"
