row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
12658,Positive,Positive,5,5,Positive,Positive
12659,Negative,Negative,5,5,Positive,Positive
12660,Positive,Positive,4,4,Positive,Positive
12661,Positive,Positive,5,5,Positive,Positive
12662,Positive,Positive,3,3,Neutral,Neutral
12663,Positive,Positive,5,5,Positive,Positive
12664,Positive,Positive,5,5,Positive,Positive
12665,Positive,Positive,5,5,Positive,Positive
12666,Positive,Positive,5,5,Positive,Positive
12667,Positive,Positive,4,4,Positive,Positive
12668,Positive,Positive,5,5,Positive,Positive
12669,Positive,Positive,4,4,Positive,Positive
12670,Positive,Positive,5,5,Positive,Positive
12671,Positive,Positive,4,4,Positive,Positive
12672,Positive,Positive,4,4,Positive,Positive
12673,Negative,Negative,2,2,Negative,Negative
12674,Negative,Negative,2,2,Negative,Negative
12675,Positive,Positive,5,5,Positive,Positive
12676,Positive,Positive,5,5,Positive,Positive
12677,Positive,Positive,4,4,Positive,Positive
12678,Positive,Positive,5,5,Positive,Positive
12679,Positive,Positive,5,5,Positive,Positive
12680,Positive,Positive,3,3,Neutral,Neutral
12681,Positive,Positive,5,5,Positive,Positive
12682,Positive,Positive,5,5,Positive,Positive
12683,Positive,Positive,5,5,Positive,Positive
12684,Positive,Positive,4,4,Positive,Positive
12685,Positive,Positive,4,4,Positive,Positive
12686,Positive,Positive,3,3,Neutral,Neutral
12687,Positive,Positive,5,5,Positive,Positive
12688,Positive,Positive,4,4,Positive,Positive
12689,Positive,Positive,5,5,Positive,Positive
12690,Positive,Positive,5,5,Positive,Positive
12691,Positive,Positive,4,4,Positive,Positive
12692,Positive,Positive,5,5,Positive,Positive
12693,Positive,Positive,4,4,Positive,Positive
12694,Positive,Positive,4,4,Positive,Positive
12695,Positive,Positive,5,5,Positive,Positive
12696,Positive,Positive,5,5,Positive,Positive
12697,Positive,Positive,5,5,Positive,Positive
12698,Positive,Positive,5,5,Positive,Positive
12699,Positive,Positive,5,5,Positive,Positive
12700,Positive,Positive,5,5,Positive,Positive
12701,Positive,Positive,5,5,Positive,Positive
12702,Positive,Positive,3,3,Neutral,Neutral
12703,Positive,Positive,5,5,Positive,Positive
12704,Positive,Positive,5,5,Positive,Positive
12705,Positive,Positive,4,4,Positive,Positive
12706,Positive,Positive,5,5,Positive,Positive
12707,Negative,Negative,3,3,Neutral,Neutral
12708,Positive,Positive,4,4,Positive,Positive
12709,Positive,Positive,5,5,Positive,Positive
12710,Positive,Positive,4,4,Positive,Positive
12711,Positive,Positive,5,5,Positive,Positive
12712,Positive,Positive,5,5,Positive,Positive
12713,Positive,Positive,4,4,Positive,Positive
12714,Positive,Positive,3,3,Neutral,Neutral
12715,Positive,Positive,4,4,Positive,Positive
12716,Positive,Positive,4,4,Positive,Positive
12717,Positive,Positive,5,5,Positive,Positive
12718,Positive,Positive,5,5,Positive,Positive
12719,Positive,Positive,5,5,Positive,Positive
12720,Positive,Positive,5,5,Positive,Positive
12721,Positive,Positive,4,4,Positive,Positive
12722,Negative,Negative,4,4,Positive,Positive
12723,Positive,Positive,5,5,Positive,Positive
12724,Negative,Negative,3,3,Neutral,Neutral
12725,Positive,Positive,5,5,Positive,Positive
12726,Positive,Positive,5,5,Positive,Positive
12727,Positive,Positive,5,5,Positive,Positive
12728,Positive,Positive,5,5,Positive,Positive
12729,Positive,Positive,3,3,Neutral,Neutral
12730,Positive,Positive,5,5,Positive,Positive
12731,Positive,Positive,5,5,Positive,Positive
12732,Positive,Positive,4,4,Positive,Positive
12733,Positive,Positive,2,2,Negative,Negative
12734,Positive,Positive,5,5,Positive,Positive
12735,Positive,Positive,5,5,Positive,Positive
12736,Positive,Positive,3,3,Neutral,Neutral
12737,Positive,Positive,4,4,Positive,Positive
12738,Positive,Positive,5,5,Positive,Positive
12739,Positive,Positive,4,4,Positive,Positive
12740,Positive,Positive,4,4,Positive,Positive
12741,Positive,Positive,5,5,Positive,Positive
12742,Positive,Positive,5,5,Positive,Positive
12743,Positive,Positive,5,5,Positive,Positive
12744,Positive,Positive,4,4,Positive,Positive
12745,Positive,Positive,5,5,Positive,Positive
12746,Positive,Positive,5,5,Positive,Positive
12747,Positive,Positive,5,5,Positive,Positive
12748,Positive,Positive,4,4,Positive,Positive
12749,Positive,Positive,4,4,Positive,Positive
12750,Negative,Negative,2,2,Negative,Negative
12751,Negative,Negative,3,3,Neutral,Neutral
12752,Positive,Positive,4,5,Positive,Positive
12753,Positive,Positive,4,4,Positive,Positive
12754,Positive,Positive,5,5,Positive,Positive
12755,Positive,Positive,4,4,Positive,Positive
12756,Positive,Positive,5,5,Positive,Positive
12757,Positive,Positive,4,4,Positive,Positive
12758,Positive,Positive,5,5,Positive,Positive
12759,Positive,Positive,5,5,Positive,Positive
12760,Positive,Positive,5,5,Positive,Positive
12761,Positive,Positive,5,5,Positive,Positive
12762,Positive,Positive,4,4,Positive,Positive
12763,Negative,Negative,3,3,Neutral,Neutral
12764,Positive,Positive,4,4,Positive,Positive
12765,Positive,Positive,4,4,Positive,Positive
12766,Positive,Positive,5,5,Positive,Positive
12767,Positive,Positive,3,3,Neutral,Neutral
12768,Positive,Positive,5,5,Positive,Positive
12769,Positive,Positive,5,5,Positive,Positive
12770,Positive,Positive,5,5,Positive,Positive
12771,Positive,Positive,5,5,Positive,Positive
12772,Positive,Positive,5,5,Positive,Positive
12773,Positive,Positive,5,5,Positive,Positive
12774,Positive,Positive,5,5,Positive,Positive
12775,Positive,Positive,5,5,Positive,Positive
12776,Positive,Positive,5,5,Positive,Positive
12777,Negative,Negative,3,3,Neutral,Neutral
12778,Negative,Negative,3,3,Neutral,Neutral
12779,Positive,Positive,4,4,Positive,Positive
12780,Positive,Positive,4,4,Positive,Positive
12781,Positive,Positive,5,5,Positive,Positive
12782,Positive,Positive,4,4,Positive,Positive
12783,Positive,Positive,3,3,Neutral,Neutral
12784,Positive,Positive,4,4,Positive,Positive
12785,Positive,Positive,5,5,Positive,Positive
12786,Positive,Positive,4,4,Positive,Positive
12787,Positive,Positive,5,5,Positive,Positive
12788,Positive,Positive,5,5,Positive,Positive
12789,Positive,Positive,4,4,Positive,Positive
12790,Positive,Positive,5,5,Positive,Positive
12791,Positive,Positive,4,4,Positive,Positive
12792,Positive,Positive,2,2,Negative,Negative
12793,Positive,Positive,5,5,Positive,Positive
12794,Positive,Positive,5,5,Positive,Positive
12795,Neutral,Neutral,2,2,Negative,Negative
12796,Positive,Positive,4,4,Positive,Positive
12797,Positive,Positive,4,4,Positive,Positive
12798,Positive,Positive,5,5,Positive,Positive
12799,Positive,Positive,5,5,Positive,Positive
12800,Positive,Positive,5,5,Positive,Positive
12801,Positive,Positive,4,4,Positive,Positive
12802,Positive,Positive,4,4,Positive,Positive
12803,Positive,Positive,4,4,Positive,Positive
12804,Positive,Positive,4,4,Positive,Positive
12805,Positive,Positive,5,5,Positive,Positive
12806,Positive,Positive,4,4,Positive,Positive
12807,Positive,Positive,4,4,Positive,Positive
12808,Positive,Positive,4,4,Positive,Positive
12809,Negative,Negative,3,3,Neutral,Neutral
12810,Positive,Positive,3,3,Neutral,Neutral
12811,Positive,Positive,4,4,Positive,Positive
12812,Positive,Positive,3,3,Neutral,Neutral
12813,Positive,Positive,5,5,Positive,Positive
12814,Positive,Positive,3,3,Neutral,Neutral
12815,Negative,Negative,2,2,Negative,Negative
12816,Positive,Positive,5,5,Positive,Positive
12817,Positive,Positive,5,5,Positive,Positive
12818,Positive,Positive,5,5,Positive,Positive
12819,Positive,Positive,5,5,Positive,Positive
12820,Positive,Positive,5,5,Positive,Positive
12821,Positive,Positive,5,5,Positive,Positive
12822,Positive,Positive,4,4,Positive,Positive
12823,Positive,Positive,5,5,Positive,Positive
12824,Positive,Positive,4,4,Positive,Positive
12825,Positive,Positive,5,5,Positive,Positive
12826,Positive,Positive,4,4,Positive,Positive
12827,Positive,Positive,5,5,Positive,Positive
12828,Positive,Positive,4,5,Positive,Positive
12829,Positive,Positive,5,4,Positive,Positive
12830,Positive,Positive,4,4,Positive,Positive
12831,Positive,Positive,5,5,Positive,Positive
12832,Positive,Positive,4,4,Positive,Positive
12833,Positive,Positive,4,4,Positive,Positive
12834,Positive,Positive,5,5,Positive,Positive
12835,Positive,Positive,5,5,Positive,Positive
12836,Positive,Positive,5,5,Positive,Positive
12837,Positive,Positive,4,4,Positive,Positive
12838,Positive,Positive,4,4,Positive,Positive
12839,Positive,Positive,4,4,Positive,Positive
12840,Positive,Positive,5,5,Positive,Positive
12841,Positive,Positive,3,3,Neutral,Neutral
12842,Positive,Positive,4,4,Positive,Positive
12843,Positive,Positive,5,5,Positive,Positive
12844,Negative,Negative,3,3,Neutral,Neutral
12845,Positive,Positive,5,5,Positive,Positive
12846,Positive,Positive,5,5,Positive,Positive
12847,Positive,Positive,3,3,Neutral,Neutral
12848,Positive,Positive,4,4,Positive,Positive
12849,Positive,Positive,4,4,Positive,Positive
12850,Positive,Positive,5,5,Positive,Positive
12851,Positive,Positive,4,4,Positive,Positive
12852,Positive,Positive,3,3,Neutral,Neutral
12853,Positive,Positive,5,5,Positive,Positive
12854,Positive,Positive,5,5,Positive,Positive
12855,Positive,Positive,4,4,Positive,Positive
12856,Positive,Positive,5,5,Positive,Positive
12857,Positive,Positive,5,5,Positive,Positive
12858,Positive,Positive,4,4,Positive,Positive
12859,Positive,Positive,4,4,Positive,Positive
12860,Positive,Positive,5,5,Positive,Positive
12861,Positive,Positive,3,3,Neutral,Neutral
12862,Positive,Positive,4,4,Positive,Positive
12863,Positive,Positive,1,1,Negative,Negative
12864,Positive,Positive,5,5,Positive,Positive
12865,Positive,Positive,4,4,Positive,Positive
12866,Positive,Positive,5,5,Positive,Positive
12867,Negative,Negative,3,3,Neutral,Neutral
12868,Positive,Positive,5,5,Positive,Positive
12869,Positive,Positive,5,5,Positive,Positive
12870,Positive,Positive,4,4,Positive,Positive
12871,Positive,Positive,4,4,Positive,Positive
12872,Positive,Positive,5,5,Positive,Positive
12873,Positive,Positive,4,4,Positive,Positive
12874,Positive,Positive,4,4,Positive,Positive
12875,Positive,Positive,5,5,Positive,Positive
12876,Positive,Positive,5,5,Positive,Positive
12877,Positive,Positive,4,4,Positive,Positive
12878,Positive,Positive,5,5,Positive,Positive
12879,Positive,Positive,2,2,Negative,Negative
12880,Positive,Positive,5,5,Positive,Positive
12881,Positive,Positive,5,5,Positive,Positive
12882,Positive,Positive,4,4,Positive,Positive
12883,Positive,Positive,4,4,Positive,Positive
12884,Positive,Positive,4,4,Positive,Positive
12885,Positive,Positive,4,4,Positive,Positive
12886,Positive,Positive,3,3,Neutral,Neutral
12887,Positive,Positive,4,4,Positive,Positive
12888,Positive,Positive,2,2,Negative,Negative
12889,Positive,Positive,5,5,Positive,Positive
12890,Positive,Positive,5,5,Positive,Positive
12891,Positive,Positive,5,5,Positive,Positive
12892,Positive,Positive,5,5,Positive,Positive
12893,Positive,Positive,3,3,Neutral,Neutral
12894,Positive,Positive,2,2,Negative,Negative
12895,Positive,Positive,4,4,Positive,Positive
12896,Positive,Positive,5,5,Positive,Positive
12897,Positive,Positive,5,5,Positive,Positive
12898,Negative,Negative,3,3,Neutral,Neutral
12899,Positive,Positive,5,5,Positive,Positive
12900,Negative,Negative,4,4,Positive,Positive
12901,Negative,Negative,3,3,Neutral,Neutral
12902,Positive,Positive,3,3,Neutral,Neutral
12903,Positive,Positive,4,5,Positive,Positive
12904,Positive,Positive,4,4,Positive,Positive
12905,Positive,Positive,5,5,Positive,Positive
12906,Positive,Positive,5,5,Positive,Positive
12907,Positive,Positive,3,3,Neutral,Neutral
12908,Positive,Positive,4,4,Positive,Positive
12909,Neutral,Neutral,4,4,Positive,Positive
12910,Negative,Negative,2,2,Negative,Negative
12911,Neutral,Neutral,3,3,Neutral,Neutral
12912,Positive,Positive,5,5,Positive,Positive
12913,Positive,Positive,4,4,Positive,Positive
12914,Positive,Positive,4,4,Positive,Positive
12915,Positive,Positive,5,5,Positive,Positive
12916,Positive,Positive,5,5,Positive,Positive
12917,Positive,Positive,4,4,Positive,Positive
12918,Positive,Positive,4,4,Positive,Positive
12919,Positive,Positive,5,5,Positive,Positive
12920,Positive,Positive,4,4,Positive,Positive
12921,Negative,Negative,4,4,Positive,Positive
12922,Positive,Positive,5,5,Positive,Positive
12923,Positive,Positive,5,5,Positive,Positive
12924,Positive,Positive,5,5,Positive,Positive
12925,Positive,Positive,5,5,Positive,Positive
12926,Positive,Positive,5,5,Positive,Positive
12927,Positive,Positive,4,4,Positive,Positive
12928,Positive,Positive,5,5,Positive,Positive
12929,Positive,Positive,5,5,Positive,Positive
12930,Positive,Positive,5,5,Positive,Positive
12931,Positive,Positive,3,3,Neutral,Neutral
12932,Positive,Positive,4,4,Positive,Positive
12933,Positive,Positive,4,4,Positive,Positive
12934,Positive,Positive,5,5,Positive,Positive
12935,Positive,Positive,4,4,Positive,Positive
12936,Positive,Positive,5,5,Positive,Positive
12937,Positive,Positive,5,5,Positive,Positive
12938,Positive,Positive,5,5,Positive,Positive
12939,Positive,Positive,5,5,Positive,Positive
12940,Positive,Positive,5,5,Positive,Positive
12941,Positive,Positive,5,5,Positive,Positive
12942,Positive,Positive,4,4,Positive,Positive
12943,Positive,Positive,5,5,Positive,Positive
12944,Positive,Positive,4,4,Positive,Positive
12945,Positive,Positive,4,4,Positive,Positive
12946,Positive,Positive,5,5,Positive,Positive
12947,Positive,Positive,4,4,Positive,Positive
12948,Positive,Positive,5,5,Positive,Positive
12949,Positive,Positive,5,5,Positive,Positive
12950,Positive,Positive,5,5,Positive,Positive
12951,Negative,Negative,2,2,Negative,Negative
12952,Positive,Positive,4,4,Positive,Positive
12953,Positive,Positive,4,4,Positive,Positive
12954,Positive,Positive,5,5,Positive,Positive
12955,Positive,Positive,3,3,Neutral,Neutral
12956,Positive,Positive,5,5,Positive,Positive
12957,Neutral,Neutral,4,4,Positive,Positive
12958,Positive,Positive,3,3,Neutral,Neutral
12959,Positive,Positive,5,5,Positive,Positive
12960,Positive,Positive,5,5,Positive,Positive
12961,Positive,Positive,4,4,Positive,Positive
12962,Positive,Positive,4,4,Positive,Positive
12963,Positive,Positive,4,4,Positive,Positive
12964,Positive,Positive,5,5,Positive,Positive
12965,Positive,Positive,1,1,Negative,Negative
12966,Positive,Positive,5,5,Positive,Positive
12967,Positive,Positive,5,5,Positive,Positive
12968,Positive,Positive,4,4,Positive,Positive
12969,Positive,Positive,3,3,Neutral,Neutral
12970,Positive,Positive,5,5,Positive,Positive
12971,Positive,Positive,5,5,Positive,Positive
12972,Positive,Positive,2,2,Negative,Negative
12973,Positive,Positive,4,4,Positive,Positive
12974,Positive,Positive,4,4,Positive,Positive
12975,Positive,Positive,4,4,Positive,Positive
12976,Positive,Positive,5,5,Positive,Positive
12977,Positive,Positive,4,4,Positive,Positive
12978,Positive,Positive,4,4,Positive,Positive
12979,Positive,Positive,5,5,Positive,Positive
12980,Positive,Positive,4,4,Positive,Positive
12981,Positive,Positive,5,5,Positive,Positive
12982,Positive,Positive,4,4,Positive,Positive
12983,Positive,Positive,4,4,Positive,Positive
12984,Positive,Positive,5,5,Positive,Positive
12985,Positive,Positive,5,5,Positive,Positive
12986,Positive,Positive,4,4,Positive,Positive
12987,Positive,Positive,5,5,Positive,Positive
12988,Positive,Positive,4,4,Positive,Positive
12989,Positive,Positive,5,5,Positive,Positive
12990,Positive,Positive,5,5,Positive,Positive
12991,Positive,Positive,4,4,Positive,Positive
12992,Positive,Positive,3,3,Neutral,Neutral
12993,Positive,Positive,4,4,Positive,Positive
12994,Positive,Positive,5,5,Positive,Positive
12995,Positive,Positive,5,5,Positive,Positive
12996,Positive,Positive,5,5,Positive,Positive
12997,Positive,Positive,2,2,Negative,Negative
12998,Positive,Positive,5,5,Positive,Positive
12999,Positive,Positive,4,4,Positive,Positive
13000,Positive,Positive,4,4,Positive,Positive
13001,Positive,Positive,5,5,Positive,Positive
13002,Positive,Positive,4,4,Positive,Positive
13003,Positive,Positive,4,4,Positive,Positive
13004,Positive,Positive,5,5,Positive,Positive
13005,Positive,Neutral,4,3,Positive,Neutral
13006,Positive,Positive,4,4,Positive,Positive
13007,Positive,Positive,5,5,Positive,Positive
13008,Positive,Positive,5,5,Positive,Positive
13009,Positive,Positive,4,4,Positive,Positive
13010,Positive,Positive,4,4,Positive,Positive
13011,Positive,Positive,5,5,Positive,Positive
13012,Positive,Positive,5,5,Positive,Positive
13013,Positive,Positive,4,4,Positive,Positive
13014,Positive,Positive,5,5,Positive,Positive
13015,Positive,Positive,4,4,Positive,Positive
13016,Positive,Positive,4,4,Positive,Positive
13017,Neutral,Neutral,5,5,Positive,Positive
13018,Positive,Positive,4,4,Positive,Positive
13019,Positive,Positive,4,4,Positive,Positive
13020,Neutral,Positive,3,3,Neutral,Neutral
13021,Positive,Positive,5,5,Positive,Positive
13022,Positive,Positive,4,4,Positive,Positive
13023,Positive,Positive,5,5,Positive,Positive
13024,Positive,Positive,4,4,Positive,Positive
13025,Negative,Negative,3,3,Neutral,Neutral
13026,Positive,Positive,5,5,Positive,Positive
13027,Positive,Positive,4,4,Positive,Positive
13028,Positive,Positive,5,5,Positive,Positive
13029,Positive,Positive,4,4,Positive,Positive
13030,Positive,Positive,5,5,Positive,Positive
13031,Negative,Negative,5,5,Positive,Positive
13032,Positive,Positive,5,5,Positive,Positive
13033,Negative,Negative,3,3,Neutral,Neutral
13034,Positive,Positive,4,4,Positive,Positive
13035,Positive,Positive,5,5,Positive,Positive
13036,Positive,Positive,4,4,Positive,Positive
13037,Positive,Positive,3,3,Neutral,Neutral
13038,Positive,Positive,3,3,Neutral,Neutral
13039,Positive,Positive,5,5,Positive,Positive
13040,Negative,Negative,3,3,Neutral,Neutral
13041,Positive,Positive,5,5,Positive,Positive
13042,Positive,Positive,4,4,Positive,Positive
13043,Negative,Negative,3,3,Neutral,Neutral
13044,Positive,Positive,4,4,Positive,Positive
13045,Positive,Positive,5,5,Positive,Positive
13046,Positive,Positive,4,4,Positive,Positive
13047,Positive,Positive,4,4,Positive,Positive
13048,Positive,Positive,5,5,Positive,Positive
13049,Positive,Positive,4,4,Positive,Positive
13050,Positive,Positive,4,4,Positive,Positive
13051,Positive,Positive,4,4,Positive,Positive
13052,Positive,Positive,4,4,Positive,Positive
13053,Positive,Positive,5,5,Positive,Positive
13054,Positive,Positive,4,4,Positive,Positive
13055,Positive,Positive,4,4,Positive,Positive
13056,Positive,Positive,4,4,Positive,Positive
13057,Positive,Positive,5,5,Positive,Positive
13058,Positive,Positive,5,5,Positive,Positive
13059,Positive,Positive,5,5,Positive,Positive
13060,Positive,Positive,3,3,Neutral,Neutral
13061,Negative,Negative,2,2,Negative,Negative
13062,Positive,Positive,4,4,Positive,Positive
13063,Positive,Positive,5,5,Positive,Positive
13064,Positive,Positive,5,5,Positive,Positive
13065,Positive,Positive,5,5,Positive,Positive
13066,Neutral,Neutral,5,5,Positive,Positive
13067,Positive,Positive,4,4,Positive,Positive
13068,Positive,Positive,5,5,Positive,Positive
13069,Positive,Positive,5,5,Positive,Positive
13070,Positive,Positive,4,4,Positive,Positive
13071,Positive,Positive,5,5,Positive,Positive
13072,Positive,Positive,5,5,Positive,Positive
13073,Positive,Positive,4,4,Positive,Positive
13074,Positive,Positive,5,5,Positive,Positive
13075,Negative,Negative,3,3,Neutral,Neutral
13076,Positive,Positive,4,4,Positive,Positive
13077,Positive,Positive,3,3,Neutral,Neutral
13078,Positive,Positive,4,4,Positive,Positive
13079,Neutral,Neutral,2,2,Negative,Negative
13080,Positive,Positive,5,5,Positive,Positive
13081,Positive,Positive,3,3,Neutral,Neutral
13082,Positive,Positive,4,4,Positive,Positive
13083,Positive,Positive,4,4,Positive,Positive
13084,Positive,Positive,5,5,Positive,Positive
13085,Positive,Positive,5,5,Positive,Positive
13086,Positive,Positive,4,4,Positive,Positive
13087,Positive,Positive,5,5,Positive,Positive
13088,Positive,Positive,5,5,Positive,Positive
13089,Positive,Positive,4,5,Positive,Positive
13090,Negative,Negative,3,3,Neutral,Neutral
13091,Positive,Positive,5,5,Positive,Positive
13092,Negative,Negative,4,4,Positive,Positive
13093,Positive,Positive,5,5,Positive,Positive
13094,Positive,Positive,5,5,Positive,Positive
13095,Positive,Positive,5,5,Positive,Positive
13096,Positive,Positive,4,5,Positive,Positive
13097,Positive,Positive,3,3,Neutral,Neutral
13098,Positive,Positive,4,4,Positive,Positive
13099,Positive,Positive,4,4,Positive,Positive
13100,Positive,Positive,5,5,Positive,Positive
13101,Positive,Positive,4,4,Positive,Positive
13102,Positive,Positive,5,5,Positive,Positive
13103,Positive,Positive,4,4,Positive,Positive
13104,Positive,Positive,4,4,Positive,Positive
13105,Positive,Positive,5,5,Positive,Positive
13106,Positive,Positive,4,4,Positive,Positive
13107,Positive,Positive,5,5,Positive,Positive
13108,Positive,Positive,5,5,Positive,Positive
13109,Positive,Positive,4,4,Positive,Positive
13110,Positive,Positive,3,3,Neutral,Neutral
13111,Positive,Positive,3,3,Neutral,Neutral
13112,Positive,Positive,4,4,Positive,Positive
13113,Positive,Positive,5,5,Positive,Positive
13114,Positive,Positive,4,4,Positive,Positive
13115,Positive,Positive,3,3,Neutral,Neutral
13116,Positive,Positive,5,5,Positive,Positive
13117,Positive,Positive,4,4,Positive,Positive
13118,Positive,Positive,5,5,Positive,Positive
13119,Positive,Positive,4,4,Positive,Positive
13120,Positive,Positive,4,4,Positive,Positive
13121,Positive,Positive,4,4,Positive,Positive
13122,Positive,Positive,4,4,Positive,Positive
13123,Positive,Positive,5,5,Positive,Positive
13124,Positive,Positive,3,3,Neutral,Neutral
13125,Positive,Positive,4,4,Positive,Positive
13126,Positive,Positive,4,4,Positive,Positive
13127,Positive,Positive,4,4,Positive,Positive
13128,Positive,Positive,4,4,Positive,Positive
13129,Positive,Positive,5,5,Positive,Positive
13130,Positive,Positive,5,5,Positive,Positive
13131,Positive,Positive,4,4,Positive,Positive
13132,Positive,Positive,4,4,Positive,Positive
13133,Positive,Positive,4,4,Positive,Positive
13134,Negative,Negative,2,2,Negative,Negative
13135,Positive,Positive,5,5,Positive,Positive
13136,Positive,Positive,3,3,Neutral,Neutral
13137,Positive,Positive,3,3,Neutral,Neutral
13138,Positive,Positive,4,4,Positive,Positive
13139,Positive,Positive,5,5,Positive,Positive
13140,Positive,Positive,4,4,Positive,Positive
13141,Positive,Positive,5,5,Positive,Positive
13142,Positive,Positive,4,4,Positive,Positive
13143,Positive,Positive,4,4,Positive,Positive
13144,Negative,Negative,5,5,Positive,Positive
13145,Positive,Positive,3,3,Neutral,Neutral
13146,Positive,Positive,5,5,Positive,Positive
13147,Positive,Positive,4,4,Positive,Positive
13148,Positive,Positive,2,2,Negative,Negative
13149,Positive,Positive,5,5,Positive,Positive
13150,Positive,Positive,5,5,Positive,Positive
13151,Positive,Positive,2,3,Negative,Neutral
13152,Positive,Positive,5,5,Positive,Positive
13153,Positive,Positive,4,4,Positive,Positive
13154,Positive,Positive,4,4,Positive,Positive
13155,Positive,Positive,5,5,Positive,Positive
13156,Positive,Positive,4,4,Positive,Positive
13157,Negative,Negative,4,4,Positive,Positive
13158,Positive,Positive,5,5,Positive,Positive
13159,Positive,Positive,4,4,Positive,Positive
13160,Positive,Positive,4,4,Positive,Positive
13161,Positive,Positive,3,3,Neutral,Neutral
13162,Positive,Positive,4,4,Positive,Positive
13163,Positive,Positive,5,5,Positive,Positive
13164,Positive,Positive,5,5,Positive,Positive
13165,Positive,Positive,4,4,Positive,Positive
13166,Positive,Positive,3,3,Neutral,Neutral
13167,Positive,Positive,5,5,Positive,Positive
13168,Positive,Positive,5,5,Positive,Positive
13169,Positive,Positive,5,5,Positive,Positive
13170,Positive,Positive,5,5,Positive,Positive
13171,Positive,Positive,5,5,Positive,Positive
13172,Positive,Positive,5,5,Positive,Positive
13173,Positive,Positive,5,5,Positive,Positive
13174,Positive,Positive,4,4,Positive,Positive
13175,Positive,Positive,3,3,Neutral,Neutral
13176,Positive,Positive,4,4,Positive,Positive
13177,Positive,Positive,4,4,Positive,Positive
13178,Positive,Positive,3,3,Neutral,Neutral
13179,Positive,Positive,4,4,Positive,Positive
13180,Positive,Positive,4,4,Positive,Positive
13181,Positive,Positive,5,5,Positive,Positive
13182,Positive,Positive,4,4,Positive,Positive
13183,Positive,Positive,5,5,Positive,Positive
13184,Positive,Positive,4,4,Positive,Positive
13185,Positive,Positive,4,4,Positive,Positive
13186,Positive,Positive,5,5,Positive,Positive
13187,Positive,Positive,5,5,Positive,Positive
13188,Positive,Positive,4,4,Positive,Positive
13189,Positive,Positive,4,4,Positive,Positive
13190,Positive,Positive,5,5,Positive,Positive
13191,Neutral,Neutral,4,4,Positive,Positive
13192,Positive,Positive,4,4,Positive,Positive
13193,Positive,Positive,4,4,Positive,Positive
13194,Positive,Positive,4,4,Positive,Positive
13195,Positive,Positive,4,4,Positive,Positive
13196,Positive,Positive,4,4,Positive,Positive
13197,Positive,Positive,4,4,Positive,Positive
13198,Positive,Positive,4,4,Positive,Positive
13199,Negative,Negative,2,2,Negative,Negative
13200,Positive,Positive,5,5,Positive,Positive
13201,Positive,Positive,4,4,Positive,Positive
13202,Positive,Positive,1,1,Negative,Negative
13203,Negative,Negative,2,2,Negative,Negative
13204,Positive,Positive,5,5,Positive,Positive
13205,Positive,Positive,3,3,Neutral,Neutral
13206,Positive,Positive,5,5,Positive,Positive
13207,Positive,Positive,2,3,Negative,Neutral
13208,Positive,Positive,4,4,Positive,Positive
13209,Positive,Positive,4,4,Positive,Positive
13210,Positive,Positive,2,2,Negative,Negative
13211,Positive,Positive,3,3,Neutral,Neutral
13212,Positive,Positive,4,4,Positive,Positive
13213,Positive,Positive,4,4,Positive,Positive
13214,Positive,Positive,5,5,Positive,Positive
13215,Positive,Positive,4,4,Positive,Positive
13216,Positive,Positive,4,4,Positive,Positive
13217,Positive,Positive,4,4,Positive,Positive
13218,Positive,Positive,4,4,Positive,Positive
13219,Positive,Positive,4,4,Positive,Positive
13220,Positive,Positive,4,4,Positive,Positive
13221,Positive,Positive,5,5,Positive,Positive
13222,Positive,Positive,4,4,Positive,Positive
13223,Positive,Positive,5,5,Positive,Positive
13224,Positive,Positive,5,5,Positive,Positive
13225,Positive,Positive,5,5,Positive,Positive
13226,Positive,Negative,3,2,Neutral,Negative
13227,Positive,Positive,4,4,Positive,Positive
13228,Positive,Positive,4,4,Positive,Positive
13229,Positive,Positive,1,1,Negative,Negative
13230,Positive,Positive,4,4,Positive,Positive
13231,Positive,Positive,4,4,Positive,Positive
13232,Positive,Positive,5,5,Positive,Positive
13233,Positive,Positive,5,5,Positive,Positive
13234,Positive,Positive,4,4,Positive,Positive
13235,Negative,Negative,4,4,Positive,Positive
13236,Positive,Positive,3,3,Neutral,Neutral
13237,Positive,Positive,4,4,Positive,Positive
13238,Positive,Positive,4,4,Positive,Positive
13239,Positive,Positive,4,4,Positive,Positive
13240,Positive,Positive,5,5,Positive,Positive
13241,Positive,Positive,4,4,Positive,Positive
13242,Positive,Positive,3,3,Neutral,Neutral
13243,Negative,Negative,3,3,Neutral,Neutral
13244,Positive,Positive,5,5,Positive,Positive
13245,Positive,Positive,4,4,Positive,Positive
13246,Positive,Positive,4,4,Positive,Positive
13247,Positive,Positive,5,5,Positive,Positive
13248,Positive,Positive,4,4,Positive,Positive
13249,Positive,Positive,4,4,Positive,Positive
13250,Positive,Positive,2,2,Negative,Negative
13251,Positive,Positive,4,4,Positive,Positive
13252,Positive,Positive,4,4,Positive,Positive
13253,Positive,Positive,1,1,Negative,Negative
13254,Positive,Positive,4,4,Positive,Positive
13255,Positive,Positive,5,5,Positive,Positive
13256,Positive,Positive,5,5,Positive,Positive
13257,Positive,Positive,4,4,Positive,Positive
