row_id,A1_sentiment,A1_score,A1_emotion,A1_asp_safety,A1_asp_pricing,A1_asp_service,A1_asp_cleanliness,A1_asp_atmosphere,A1_p_Aggressive_vendors,A1_p_Navigation_difficulty,A1_p_Getting_lost,A1_p_Bad_smell,A1_p_Overcrowding,A1_p_Poor_condition,A1_p_High_prices,A1_p_Scam,A1_p_Safety,A1_p_Other,A1_price_perception,A1_recommendation,A1_revisit,A2_sentiment,A2_score,A2_emotion,A2_asp_safety,A2_asp_pricing,A2_asp_service,A2_asp_cleanliness,A2_asp_atmosphere,A2_p_Aggressive_vendors,A2_p_Navigation_difficulty,A2_p_Getting_lost,A2_p_Bad_smell,A2_p_Overcrowding,A2_p_Poor_condition,A2_p_High_prices,A2_p_Scam,A2_p_Safety,A2_p_Other,A2_price_perception,A2_recommendation,A2_revisit
1394,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,1,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Fear,Negative,Negative,Negative,Not_mentioned,Negative,1,1,1,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned
13079,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,1,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
1828,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
12613,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned
12150,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
13004,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
10065,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned,Negative,1,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
9106,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,0,0,0,0,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,1,Not_mentioned,No,Not_mentioned
9319,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
267,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,1,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
3953,Neutral,3,Neutral,Positive,Negative,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned,Positive,4,Joy,Positive,Negative,Positive,Not_mentioned,Neutral,0,0,0,0,0,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
14160,Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Positive,Positive,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
13732,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
2546,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,0,0,0,1,1,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
14466,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
8424,Negative,2,Neutral,Negative,Negative,Not_mentioned,Not_mentioned,Not_mentioned,1,0,0,0,0,0,1,1,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Fear,Negative,Negative,Negative,Not_mentioned,Negative,1,1,1,0,0,0,1,1,1,1,Expensive,Not_mentioned,Not_mentioned
1221,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned
1831,Neutral,3,Neutral,Negative,Not_mentioned,Positive,Not_mentioned,Positive,0,1,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Negative,Not_mentioned,Positive,Not_mentioned,Neutral,0,1,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
13700,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Cheap,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Cheap,Yes,Not_mentioned
13263,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
3977,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Negative,Neutral,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Yes,Not_mentioned
184,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
3323,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
2340,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Yes,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Yes
12917,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
5851,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned,Positive,4,Joy,Negative,Positive,Negative,Not_mentioned,Positive,1,0,0,0,0,0,0,0,1,0,Fair,Not_mentioned,Not_mentioned
378,Negative,1,Disgust,Not_mentioned,Negative,Not_mentioned,Negative,Negative,1,0,0,1,0,1,1,1,0,1,Expensive,Not_mentioned,Not_mentioned,Negative,1,Disgust,Not_mentioned,Negative,Negative,Negative,Negative,1,0,0,1,0,0,1,1,0,1,Expensive,Not_mentioned,Not_mentioned
13637,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
12761,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
7509,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
2658,Negative,1,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,1,0,0,0,0,0,1,1,0,0,Expensive,No,Not_mentioned,Negative,1,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,1,0,0,0,0,0,1,1,0,0,Expensive,No,Not_mentioned
10627,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
14234,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
13492,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
10396,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Neutral,Negative,Not_mentioned,Positive,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
9184,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,1,0,0,0,Expensive,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
13322,Negative,2,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,1,0,0,0,Expensive,No,Not_mentioned
6328,Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,1,0,0,0,0,1,0,1,1,0,Not_mentioned,No,Not_mentioned,Negative,1,Anger,Negative,Not_mentioned,Negative,Negative,Negative,1,0,0,0,0,0,0,1,1,1,Not_mentioned,No,Not_mentioned
10339,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
7717,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
7289,Neutral,3,Frustration,Negative,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,1,1,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Negative,Not_mentioned,Neutral,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Yes,Not_mentioned
3581,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,1,0,0,0,0,0,1,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
3483,Negative,2,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
5354,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,1,1,0,1,Not_mentioned,Yes,Not_mentioned,Neutral,3,Sadness,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,1,Not_mentioned,Yes,Not_mentioned
10851,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
6287,Positive,4,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Other,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
5359,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
8929,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned
668,Negative,2,Anger,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,1,1,1,1,Expensive,Not_mentioned,Not_mentioned
10498,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,1,0,0,1,Expensive,Not_mentioned,Not_mentioned,Neutral,3,Other,Not_mentioned,Neutral,Positive,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
11111,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,1,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Sadness,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
2930,Negative,2,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,1,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,1,0,0,1,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
5067,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
1663,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,1,0,Not_mentioned,No,No,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,1,1,Not_mentioned,No,No
7686,Positive,4,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,1,0,0,0,1,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Surprise,Negative,Not_mentioned,Negative,Not_mentioned,Positive,1,0,0,0,1,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
6751,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
10019,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
6436,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
7546,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
4568,Neutral,3,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
4403,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
10850,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,0,0,0,0,0,1,1,0,0,1,Expensive,No,Not_mentioned,Negative,1,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,1,1,0,0,1,Expensive,No,Not_mentioned
5345,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
6123,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
3555,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
2113,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
5087,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
8127,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,1,0,0,1,1,Not_mentioned,Yes,No,Neutral,3,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,0,0,0,1,0,0,0,0,1,1,Not_mentioned,Yes,No
